GenoneName_query	TaxonID_query	LocusTag_query	GI_query	RefSeqAcc_query	GeneName_query	ProductName_query	Inparalog_query_genome	GenomeName_hit	TaxonID_hit	LocusTag_hit	GI_hit	RefSeqAcc_hit	GeneName_hit	ProductName_hit	Inparalog_hit_genome	analysis_type	Ortholuge_Class
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Bacillus subtilis subsp. subtilis str. RO-NN-1	1052588	I33_1509	384175066	YP_005556451	ykoV	spore germination DNA repair Ku protein YkoV		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Sulfobacillus acidophilus DSM 10332	679936	Sulac_1773	379007487	YP_005256938		Ku protein		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Amycolatopsis mediterranei S699 V2 NC_018266	713604	AMES_5203	399539022	YP_006551684		DNA end-binding protein Ku		ortholuge	Non-SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Pseudomonas aeruginosa M18	941193	PAM18_2888	386058951	YP_005975473		putative KU domain-containing protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Gordonia sp. KTR9	337191	KTR9_4497	404217062	YP_006671284		hypothetical protein		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Bacillus amyloliquefaciens XH7	1034836	BAXH7_02134	384168736	YP_005550114	ykoV	hypothetical protein		rbb	
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Desulfosporosinus orientis DSM 765	768706	Desor_4657	374997077	YP_004972576		Ku protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Bacillus cereus NC7401	334406	BCN_0794	375282889	YP_005103327		hypothetical protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Stenotrophomonas maltophilia D457	1163399	SMD_0022	386716489	YP_006182815	ku	Ku domain-containing protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Mycobacterium tuberculosis RGTB327	1091500	MRGA327_05890	383306824	YP_005359635		hypothetical protein		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Streptomyces bingchenggensis BCW-1	749414	SBI_06359	374989115	YP_004964610		hypothetical protein		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Mycobacterium tuberculosis KZN 4207	478433	TBSG_03072	375297273	YP_005101540		hypothetical protein		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Pseudomonas fulva 12-X	743720	Psefu_2817	333901002	YP_004474875		DNA repair protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Paenibacillus polymyxa M1	1052684	PPM_1140	386039830	YP_005958784	ykoV	hypothetical protein		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Desulfosporosinus acidiphilus SJ4	646529	Desaci_3569	392426788	YP_006467782		Ku protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Streptomyces sp. SirexAA-E	862751	SACTE_2358	344999932	YP_004802786		Ku protein	SACTE_4537; Ku protein ; GI:345002053; RefSeq:YP_004804907	ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Streptomyces sp. SirexAA-E	862751	SACTE_4537	345002053	YP_004804907		Ku protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Paenibacillus mucilaginosus K02	997761	B2K_34845	386727263	YP_006193589		cytochrome c heme-binding site protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Paenibacillus mucilaginosus K02	997761	B2K_25625	386725464	YP_006191790		cytochrome c heme-binding site protein	B2K_34845; cytochrome c heme-binding site protein ; GI:386727263; RefSeq:YP_006193589	ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Paenibacillus mucilaginosus 3016	1116391	PM3016_6907	379724522	YP_005316653		cytochrome c heme-binding site protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Paenibacillus mucilaginosus 3016	1116391	PM3016_4944	379722694	YP_005314825		cytochrome c heme-binding site protein	PM3016_6907; cytochrome c heme-binding site protein ; GI:379724522; RefSeq:YP_005316653	ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Oligotropha carboxidovorans OM4	1031710	OCA4_c13510	386029597	YP_005950372		ATP-dependent DNA helicase		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Mycobacterium intracellulare MOTT-64	1138383	OCQ_09360	379760373	YP_005346770		ku protein		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Mycobacterium bovis BCG str. Mexico	717522	BCGMEX_0962c	378770696	YP_005170429		hypothetical protein		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Mycobacterium intracellulare ATCC 13950	487521	OCU_09270	379745647	YP_005336468		ku protein		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Pseudomonas stutzeri CCUG 29243	1196835	A458_09965	392421051	YP_006457655		KU domain-containing protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Sinorhizobium fredii HH103	1117943	SFHH103_02796	378827381	YP_005190113		hypothetical protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Pelagibacterium halotolerans B2	1082931	KKY_1734	357384775	YP_004899499		hypothetical protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Mycobacterium rhodesiae NBB3	710685	MycrhN_3276	375140367	YP_005001016		Ku protein		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Pseudoxanthomonas spadix BD-a59	1045855	DSC_15035	357418672	YP_004931692		hypothetical protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Bacillus subtilis subsp. spizizenii TU-B-10	1052585	GYO_1665	350265635	YP_004876942	ykoV	spore germination DNA repair Ku protein YkoV		rbb	
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Aequorivita sublithincola DSM 14238	746697	Aeqsu_3116	390955808	YP_006419566		Ku protein		rbb	
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Mycobacterium tuberculosis UT205	1097669	UDA_0937c	392385647	YP_005307276		hypothetical protein		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Pseudomonas putida ND6	231023	YSA_10736	395449451	YP_006389704		Ku family containing protein		ortholuge	Borderline-SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Niastella koreensis GR20-10	700598	Niako_1575	375144907	YP_005007348		DNA repair protein	Niako_4280; DNA repair protein ; GI:375147512; RefSeq:YP_005009953	ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Niastella koreensis GR20-10	700598	Niako_4280	375147512	YP_005009953		DNA repair protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Bradyrhizobium japonicum USDA 6	1037409	BJ6T_26440	384216344	YP_005607510		hypothetical protein	BJ6T_19920; hypothetical protein ; GI:384215693; RefSeq:YP_005606859	ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Bradyrhizobium japonicum USDA 6	1037409	BJ6T_19920	384215693	YP_005606859		hypothetical protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Bradyrhizobium japonicum USDA 6	1037409	BJ6T_82610	384221927	YP_005613093		hypothetical protein	BJ6T_19920; hypothetical protein ; GI:384215693; RefSeq:YP_005606859	ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Bradyrhizobium japonicum USDA 6	1037409	BJ6T_66490	384220320	YP_005611486		ATP-dependent DNA ligase protein	BJ6T_19920; hypothetical protein ; GI:384215693; RefSeq:YP_005606859	ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Desulfitobacterium dehalogenans ATCC 51507	756499	Desde_3118	392394601	YP_006431203		Ku protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Bacillus cereus F837/76	347495	bcf_04230	376264770	YP_005117482		hypothetical protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Pseudomonas stutzeri DSM 10701	1123519	PSJM300_09525	397687010	YP_006524329		KU domain-containing protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Streptomyces cattleya NRRL 8057 = DSM 46488 NC_016111	1003195	SCAT_5458	357403024	YP_004914949		Ku70/Ku80 protein		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Terriglobus roseus DSM 18391	926566	Terro_2461	390958290	YP_006422047		Ku protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Terriglobus roseus DSM 18391	926566	Terro_2096	390957949	YP_006421706		Ku protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Mycobacterium sp. MOTT36Y	1168287	W7S_04560	387874318	YP_006304622		ku protein		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Desulfosporosinus meridiei DSM 13257	768704	Desmer_3701	402574065	YP_006623408		Ku protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Bacillus amyloliquefaciens Y2	1126211	MUS_1418	387897860	YP_006328156	ykoV	putative ATP-dependent DNA ligase protein		rbb	
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Burkholderia sp. YI23	1097668	BYI23_C008870	377808279	YP_004979471		ku protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Mycobacterium tuberculosis RGTB423	1091501	MRGA423_05885	386003942	YP_005922221		hypothetical protein		ortholuge	SSD
Mycobacterium smegmatis str. MC2 155 NC_008596	246196	MSMEG_5580	118471519	YP_889815.1		Ku protein		Paenibacillus terrae HPL-003	985665	HPL003_14090	374322663	YP_005075792		Ku protein		ortholuge	RBBH - No suitable outgroup gene found for ortholuge analysis
